category,term,name,desc
resistance,K18215,antibiotic_degradation,no_desc
resistance,K18218,antibiotic_degradation,no_desc
resistance,K18220,antibiotic_degradation,no_desc
resistance,K18221,antibiotic_degradation,no_desc
adhesi,K18263,biofilm,no_desc
quorum-sensing,K18304,quorum_sensing,no_desc
resistance,K18325,antibiotic_degradation,no_desc
resistance,K18326,antibiotic_degradation,no_desc
resistance,K18346,antibiotic_degradation,no_desc
resistance,K18353,antibiotic_degradation,no_desc
secretion syst,K18433,secretion_system,no_desc
secretion syst,K18434,secretion_system,no_desc
resistance,K18552,antibiotic_degradation,no_desc
resistance,K18553,antibiotic_degradation,no_desc
resistance,K18555,antibiotic_degradation,no_desc
resistance,K18589,antibiotic_degradation,no_desc
resistance,K18590,antibiotic_degradation,no_desc
resistance,K18591,antibiotic_degradation,no_desc
beta-lactamase,K18698,antibiotic_degradation,no_desc
beta-lactamase,K18699,antibiotic_degradation,no_desc
beta-lactamase,K18766,antibiotic_degradation,no_desc
beta-lactamase,K18767,antibiotic_degradation,no_desc
beta-lactamase,K18768,antibiotic_degradation,no_desc
beta-lactamase,K18780,antibiotic_degradation,no_desc
beta-lactamase,K18781,antibiotic_degradation,no_desc
beta-lactamase,K18782,antibiotic_degradation,no_desc
beta-lactamase,K18790,antibiotic_degradation,no_desc
beta-lactamase,K18791,antibiotic_degradation,no_desc
beta-lactamase,K18792,antibiotic_degradation,no_desc
beta-lactamase,K18793,antibiotic_degradation,no_desc
beta-lactamase,K18794,antibiotic_degradation,no_desc
beta-lactamase,K18795,antibiotic_degradation,no_desc
beta-lactamase,K18796,antibiotic_degradation,no_desc
beta-lactamase,K18797,antibiotic_degradation,no_desc
resistance,K18924,antibiotic_degradation,no_desc
resistance,K18925,antibiotic_degradation,no_desc
resistance,K18926,antibiotic_degradation,no_desc
resistance,K18934,antibiotic_degradation,no_desc
resistance,K18935,antibiotic_degradation,no_desc
resistance,K18936,antibiotic_degradation,no_desc
beta-lactamase,K18973,antibiotic_degradation,no_desc
resistance,K18975,antibiotic_degradation,no_desc
beta-lactamase,K18976,antibiotic_degradation,no_desc
secretion syst,K18984,secretion_system,no_desc
resistance,K19057,antibiotic_degradation,no_desc
resistance,K19060,antibiotic_degradation,no_desc
resistance,K19061,antibiotic_degradation,no_desc
beta-lactamase,K19095,antibiotic_degradation,no_desc
beta-lactamase,K19096,antibiotic_degradation,no_desc
beta-lactamase,K19097,antibiotic_degradation,no_desc
beta-lactamase,K19100,antibiotic_degradation,no_desc
beta-lactamase,K19101,antibiotic_degradation,no_desc
beta-lactamase,K19209,antibiotic_degradation,no_desc
beta-lactamase,K19210,antibiotic_degradation,no_desc
beta-lactamase,K19211,antibiotic_degradation,no_desc
beta-lactamase,K19213,antibiotic_degradation,no_desc
beta-lactamase,K19214,antibiotic_degradation,no_desc
beta-lactamase,K19215,antibiotic_degradation,no_desc
beta-lactamase,K19216,antibiotic_degradation,no_desc
beta-lactamase,K19217,antibiotic_degradation,no_desc
beta-lactamase,K19218,antibiotic_degradation,no_desc
adhesi,K19231,biofilm,no_desc
adhesi,K19232,biofilm,no_desc
adhesi,K19233,biofilm,no_desc
beta-lactamase,K19318,antibiotic_degradation,no_desc
beta-lactamase,K19319,antibiotic_degradation,no_desc
beta-lactamase,K19320,antibiotic_degradation,no_desc
biofilm,K19334,biofilm,no_desc
biofilm,K19336,biofilm,no_desc
biofilm,K19417,biofilm,no_desc
biofilm,K19449,biofilm,no_desc
resistance,K19541,antibiotic_degradation,no_desc
resistance,K19542,antibiotic_degradation,no_desc
resistance,K19576,antibiotic_degradation,no_desc
resistance,K19578,antibiotic_degradation,no_desc
resistance,K19594,antibiotic_degradation,no_desc
resistance,K19595,antibiotic_degradation,no_desc
resistance,K19645,antibiotic_degradation,no_desc
resistance,K19646,antibiotic_degradation,no_desc
quorum-sensing,K19666,quorum_sensing,no_desc
biofilm,K19688,biofilm,no_desc
quorum-sensing,K19731,quorum_sensing,no_desc
quorum-sensing,K19733,quorum_sensing,no_desc
quorum-sensing,K19734,quorum_sensing,no_desc
quorum-sensing,K19735,quorum_sensing,no_desc
autoindu,K19736,quorum_sensing,no_desc
quorum-sensing,K20252,quorum_sensing,no_desc
secretion syst,K20266,secretion_system,no_desc
secretion syst,K20267,secretion_system,no_desc
beta-lactamase,K20319,antibiotic_degradation,no_desc
beta-lactamase,K20320,antibiotic_degradation,no_desc
quorum-sensing,K20334,quorum_sensing,no_desc
quorum sensing,K20480,quorum_sensing,no_desc
secretion syst,K20527,secretion_system,no_desc
secretion syst,K20528,secretion_system,no_desc
secretion syst,K20529,secretion_system,no_desc
secretion syst,K20530,secretion_system,no_desc
secretion syst,K20531,secretion_system,no_desc
secretion syst,K20532,secretion_system,no_desc
secretion syst,K20533,secretion_system,no_desc
quorum-sensing,K20540,quorum_sensing,no_desc
secretion syst,K20555,secretion_system,no_desc
biofilm,K20918,biofilm,no_desc
biofilm,K20919,biofilm,no_desc
extracellular matrix,K20951,biofilm,no_desc
biofilm,K20952,biofilm,no_desc
biofilm,K20953,biofilm,no_desc
biofilm,K20977,biofilm,no_desc
biofilm,K20978,biofilm,no_desc
exopolysaccharide,K21154,biofilm,no_desc
resistance,K21252,antibiotic_degradation,no_desc
beta-lactamase,K21266,antibiotic_degradation,no_desc
beta-lactamase,K21276,antibiotic_degradation,no_desc
beta-lactamase,K21277,antibiotic_degradation,no_desc
adhesi,K21449,biofilm,no_desc
biofilm,K21453,biofilm,no_desc
quorum-sensing,K21697,quorum_sensing,no_desc
resistance,K21740,antibiotic_degradation,no_desc
resistance,K21741,antibiotic_degradation,no_desc
resistance,K21744,antibiotic_degradation,no_desc
resistance,K21905,antibiotic_degradation,no_desc
resistance,K21906,antibiotic_degradation,no_desc
resistance,K21907,antibiotic_degradation,no_desc
resistance,K21961,antibiotic_degradation,no_desc
adhesi,K21967,biofilm,no_desc
biofilm,K21976,biofilm,no_desc
beta-lactamase,K22332,antibiotic_degradation,no_desc
beta-lactamase,K22333,antibiotic_degradation,no_desc
beta-lactamase,K22334,antibiotic_degradation,no_desc
beta-lactamase,K22335,antibiotic_degradation,no_desc
beta-lactamase,K22351,antibiotic_degradation,no_desc
beta-lactamase,K22352,antibiotic_degradation,no_desc
secretion syst,K22487,secretion_system,no_desc
secretion syst,K22488,secretion_system,no_desc
secretion syst,K22504,secretion_system,no_desc
secretion syst,K22505,secretion_system,no_desc
secretion syst,K22506,secretion_system,no_desc
secretion syst,K22507,secretion_system,no_desc
secretion syst,K22508,secretion_system,no_desc
secretion syst,K22509,secretion_system,no_desc
secretion syst,K22510,secretion_system,no_desc
secretion syst,K22512,secretion_system,no_desc
secretion syst,K22513,secretion_system,no_desc
secretion syst,K22514,secretion_system,no_desc
capsul,K22977,biofilm,no_desc
capsul,K22980,biofilm,no_desc
siderophore,K23186,siderophores,no_desc
siderophore,K23187,siderophores,no_desc
siderophore,K23188,siderophores,no_desc
resistance,K23241,antibiotic_degradation,no_desc
type IV pilus,K23255,biofilm,no_desc
secretion syst,K23661,secretion_system,no_desc
resistance,K23775,antibiotic_degradation,no_desc
biofilm,K23778,biofilm,no_desc
secretion syst,K23944,secretion_system,no_desc
secretion syst,K23945,secretion_system,no_desc
type IV pilus,K23985,biofilm,no_desc
resistance,K24078,antibiotic_degradation,no_desc
resistance,K24079,antibiotic_degradation,no_desc
beta-lactamase,K24153,antibiotic_degradation,no_desc
beta-lactamase,K24161,antibiotic_degradation,no_desc
beta-lactamase,K24162,antibiotic_degradation,no_desc
extracellular matrix,K24648,biofilm,no_desc
resistance,K24948,antibiotic_degradation,no_desc
resistance,K24949,antibiotic_degradation,no_desc
resistance,K24950,antibiotic_degradation,no_desc
resistance,K24951,antibiotic_degradation,no_desc
siderophore,K25109,siderophores,no_desc
siderophore,K25110,siderophores,no_desc
siderophore,K25111,siderophores,no_desc
siderophore,K25130,siderophores,no_desc
siderophore,K25282,siderophores,no_desc
siderophore,K25283,siderophores,no_desc
siderophore,K25284,siderophores,no_desc
siderophore,K25285,siderophores,no_desc
siderophore,K25286,siderophores,no_desc
desferrioxamine,K25287,siderophores,no_desc
quorum-sensing,K25873,quorum_sensing,no_desc
exopolysaccharide,K25883,biofilm,no_desc
exopolysaccharide,K25884,biofilm,no_desc
exopolysaccharide,K25885,biofilm,no_desc
exopolysaccharide,K25902,biofilm,no_desc
exopolysaccharide,K25903,biofilm,no_desc
exopolysaccharide,K25904,biofilm,no_desc
exopolysaccharide,K25905,biofilm,no_desc
exopolysaccharide,K25906,biofilm,no_desc
exopolysaccharide,K25907,biofilm,no_desc
exopolysaccharide,K25908,biofilm,no_desc
exopolysaccharide,K25909,biofilm,no_desc
exopolysaccharide,K25910,biofilm,no_desc
exopolysaccharide,K25911,biofilm,no_desc
exopolysaccharide,K25912,biofilm,no_desc
exopolysaccharide,K25913,biofilm,no_desc
extracellular,K00681,Extracellular,no_desc
extracellular,K00689,Extracellular,no_desc
extracellular,K00692,Extracellular,no_desc
extracellular,K00701,Extracellular,no_desc
extracellular,K01046,Extracellular,no_desc
extracellular,K01077,Extracellular,no_desc
extracellular,K01083,Extracellular,no_desc
extracellular,K01113,Extracellular,no_desc
extracellular,K01114,Extracellular,no_desc
extracellular,K01117,Extracellular,no_desc
extracellular,K01150,Extracellular,no_desc
extracellular,K01167,Extracellular,no_desc
extracellular,K01173,Extracellular,no_desc
extracellular,K01174,Extracellular,no_desc
extracellular,K01176,Extracellular,no_desc
extracellular,K01178,Extracellular,no_desc
extracellular,K01179,Extracellular,no_desc
extracellular,K01181,Extracellular,no_desc
extracellular,K01186,Extracellular,no_desc
extracellular,K01209,Extracellular,no_desc
extracellular,K01216,Extracellular,no_desc
extracellular,K01219,Extracellular,no_desc
extracellular,K01233,Extracellular,no_desc
extracellular,K01255,Extracellular,no_desc
extracellular,K01281,Extracellular,no_desc
extracellular,K01286,Extracellular,no_desc
extracellular,K01318,Extracellular,no_desc
extracellular,K01337,Extracellular,no_desc
extracellular,K01342,Extracellular,no_desc
extracellular,K01347,Extracellular,no_desc
extracellular,K01387,Extracellular,no_desc
extracellular,K01399,Extracellular,no_desc
extracellular,K01400,Extracellular,no_desc
extracellular,K01401,Extracellular,no_desc
extracellular,K01406,Extracellular,no_desc
extracellular,K01416,Extracellular,no_desc
extracellular,K01447,Extracellular,no_desc
extracellular,K01467,Extracellular,no_desc
extracellular,K01727,Extracellular,no_desc
extracellular,K01728,Extracellular,no_desc
extracellular,K01771,Extracellular,no_desc
extracellular,K02012,Extracellular,no_desc
extracellular,K02040,Extracellular,no_desc
extracellular,K02253,Extracellular,no_desc
extracellular,K02389,Extracellular,no_desc
extracellular,K02390,Extracellular,no_desc
extracellular,K02395,Extracellular,no_desc
extracellular,K02396,Extracellular,no_desc
extracellular,K02397,Extracellular,no_desc
extracellular,K02406,Extracellular,no_desc
extracellular,K02407,Extracellular,no_desc
extracellular,K02414,Extracellular,no_desc
extracellular,K02650,Extracellular,no_desc
extracellular,K03221,Extracellular,no_desc
extracellular,K03333,Extracellular,no_desc
extracellular,K03932,Extracellular,no_desc
extracellular,K03933,Extracellular,no_desc
extracellular,K04047,Extracellular,no_desc
extracellular,K04057,Extracellular,no_desc
extracellular,K04058,Extracellular,no_desc
extracellular,K04059,Extracellular,no_desc
extracellular,K04060,Extracellular,no_desc
extracellular,K04342,Extracellular,no_desc
extracellular,K04564,Extracellular,no_desc
extracellular,K05341,Extracellular,no_desc
extracellular,K05366,Extracellular,no_desc
extracellular,K05972,Extracellular,no_desc
extracellular,K05994,Extracellular,no_desc
extracellular,K05999,Extracellular,no_desc
extracellular,K06011,Extracellular,no_desc
extracellular,K06328,Extracellular,no_desc
extracellular,K07004,Extracellular,no_desc
extracellular,K07116,Extracellular,no_desc
extracellular,K07126,Extracellular,no_desc
extracellular,K07259,Extracellular,no_desc
extracellular,K07268,Extracellular,no_desc
extracellular,K07273,Extracellular,no_desc
extracellular,K07325,Extracellular,no_desc
extracellular,K07345,Extracellular,no_desc
extracellular,K07352,Extracellular,no_desc
extracellular,K07405,Extracellular,no_desc
extracellular,K07407,Extracellular,no_desc
extracellular,K08095,Extracellular,no_desc
extracellular,K08258,Extracellular,no_desc
extracellular,K08259,Extracellular,no_desc
extracellular,K08599,Extracellular,no_desc
extracellular,K08604,Extracellular,no_desc
extracellular,K08640,Extracellular,no_desc
extracellular,K08642,Extracellular,no_desc
extracellular,K08645,Extracellular,no_desc
extracellular,K08651,Extracellular,no_desc
extracellular,K08777,Extracellular,no_desc
extracellular,K09607,Extracellular,no_desc
extracellular,K10811,Extracellular,no_desc
extracellular,K10930,Extracellular,no_desc
extracellular,K10948,Extracellular,no_desc
extracellular,K11005,Extracellular,no_desc
extracellular,K11014,Extracellular,no_desc
extracellular,K11018,Extracellular,no_desc
extracellular,K11023,Extracellular,no_desc
extracellular,K11028,Extracellular,no_desc
extracellular,K11029,Extracellular,no_desc
extracellular,K11030,Extracellular,no_desc
extracellular,K11032,Extracellular,no_desc
extracellular,K11035,Extracellular,no_desc
extracellular,K11038,Extracellular,no_desc
extracellular,K11040,Extracellular,no_desc
extracellular,K11044,Extracellular,no_desc
extracellular,K11045,Extracellular,no_desc
extracellular,K11073,Extracellular,no_desc
extracellular,K11139,Extracellular,no_desc
extracellular,K11903,Extracellular,no_desc
extracellular,K11904,Extracellular,no_desc
extracellular,K12415,Extracellular,no_desc
extracellular,K12517,Extracellular,no_desc
extracellular,K12520,Extracellular,no_desc
extracellular,K12521,Extracellular,no_desc
extracellular,K12523,Extracellular,no_desc
extracellular,K12545,Extracellular,no_desc
extracellular,K12684,Extracellular,no_desc
extracellular,K12686,Extracellular,no_desc
extracellular,K12785,Extracellular,no_desc
extracellular,K12786,Extracellular,no_desc
extracellular,K13085,Extracellular,no_desc
extracellular,K13276,Extracellular,no_desc
extracellular,K13277,Extracellular,no_desc
extracellular,K13284,Extracellular,no_desc
extracellular,K13285,Extracellular,no_desc
extracellular,K13286,Extracellular,no_desc
extracellular,K13287,Extracellular,no_desc
extracellular,K13439,Extracellular,no_desc
extracellular,K13452,Extracellular,no_desc
extracellular,K13461,Extracellular,no_desc
extracellular,K13714,Extracellular,no_desc
extracellular,K13715,Extracellular,no_desc
extracellular,K13740,Extracellular,no_desc
extracellular,K13741,Extracellular,no_desc
extracellular,K13790,Extracellular,no_desc
extracellular,K14645,Extracellular,no_desc
extracellular,K14647,Extracellular,no_desc
extracellular,K15125,Extracellular,no_desc
extracellular,K15352,Extracellular,no_desc
extracellular,K15842,Extracellular,no_desc
extracellular,K15924,Extracellular,no_desc
extracellular,K16301,Extracellular,no_desc
extracellular,K16559,Extracellular,no_desc
extracellular,K16619,Extracellular,no_desc
extracellular,K16635,Extracellular,no_desc
extracellular,K16637,Extracellular,no_desc
extracellular,K16638,Extracellular,no_desc
extracellular,K17734,Extracellular,no_desc
extracellular,K17836,Extracellular,no_desc
extracellular,K18195,Extracellular,no_desc
extracellular,K18376,Extracellular,no_desc
extracellular,K18481,Extracellular,no_desc
extracellular,K18546,Extracellular,no_desc
extracellular,K18548,Extracellular,no_desc
extracellular,K18650,Extracellular,no_desc
extracellular,K18851,Extracellular,no_desc
extracellular,K19224,Extracellular,no_desc
extracellular,K19351,Extracellular,no_desc
extracellular,K19551,Extracellular,no_desc
extracellular,K19701,Extracellular,no_desc
extracellular,K19702,Extracellular,no_desc
extracellular,K20542,Extracellular,no_desc
extracellular,K20744,Extracellular,no_desc
extracellular,K20749,Extracellular,no_desc
extracellular,K20754,Extracellular,no_desc
extracellular,K20811,Extracellular,no_desc
extracellular,K20847,Extracellular,no_desc
extracellular,K21429,Extracellular,no_desc
extracellular,K21471,Extracellular,no_desc
extracellular,K21472,Extracellular,no_desc
extracellular,K21478,Extracellular,no_desc
extracellular,K21687,Extracellular,no_desc
extracellular,K21712,Extracellular,no_desc
extracellular,K22249,Extracellular,no_desc
extracellular,K22253,Extracellular,no_desc
extracellular,K22268,Extracellular,no_desc
extracellular,K22278,Extracellular,no_desc
extracellular,K22511,Extracellular,no_desc
extracellular,K22850,Extracellular,no_desc
extracellular,K22934,Extracellular,no_desc
extracellular,K23472,Extracellular,no_desc
extracellular,K23473,Extracellular,no_desc
extracellular,K23474,Extracellular,no_desc
extracellular,K23475,Extracellular,no_desc
extracellular,K23476,Extracellular,no_desc
extracellular,K23650,Extracellular,no_desc
extracellular,K23989,Extracellular,no_desc
extracellular,K25086,Extracellular,no_desc
extracellular,K25227,Extracellular,no_desc
extracellular,K25706,Extracellular,no_desc
